playerid,birthyear,birthcountry,deathyear,namefirst,namelast,weight,height,bats,throws
semprra01,1931.0,USA,,Ray,Semproch,180.0,71.0,R,R
senerso01,1931.0,USA,2003.0,Sonny,Senerchia,195.0,73.0,R,R
senseco01,1847.0,USA,1903.0,Count,Sensenderfer,170.0,69.0,,
sentepa01,1879.0,USA,1923.0,Paul,Sentell,176.0,69.0,R,R
sentest01,1955.0,USA,1989.0,Steve,Senteney,205.0,74.0,R,R
senzaan01,1995.0,Venezuela,,Antonio,Senzatela,180.0,73.0,R,R
seoanma01,1955.0,USA,,Manny,Seoane,187.0,75.0,R,R
seoja01,1977.0,South Korea,,Jae Weong,Seo,215.0,73.0,R,R
sepkote01,1923.0,USA,2002.0,Ted,Sepkowski,190.0,71.0,L,R
septile01,1985.0,D.R.,,Leyson,Septimo,200.0,73.0,L,L
seradbi01,1862.0,USA,1925.0,Billy,Serad,156.0,67.0,R,R
serafda01,1974.0,USA,,Dan,Serafini,190.0,73.0,B,L
serenbi01,1924.0,USA,1996.0,Bill,Serena,175.0,69.0,R,R
sernapa01,1958.0,USA,,Paul,Serna,170.0,68.0,R,R
serraal01,1981.0,Venezuela,,Alex,Serrano,200.0,73.0,R,R
serraji01,1976.0,USA,,Jimmy,Serrano,170.0,70.0,R,R
serrawa01,1978.0,D.R.,,Wascar,Serrano,180.0,74.0,R,R
serumga01,1956.0,USA,,Gary,Serum,180.0,73.0,R,R
servasc01,1967.0,USA,,Scott,Servais,195.0,74.0,R,R
servisc01,1967.0,USA,,Scott,Service,230.0,78.0,R,R
sessiwa01,1918.0,USA,1998.0,Walter,Sessi,225.0,75.0,L,L
settlme01,1903.0,USA,1988.0,Merle,Settlemire,156.0,69.0,L,L
sevcijo01,1942.0,USA,,John,Sevcik,205.0,74.0,R,R
several01,1944.0,USA,2015.0,Al,Severinsen,220.0,75.0,R,R
sickied01,1897.0,USA,1978.0,Ed,Sicking,165.0,69.0,R,R
severat01,1984.0,D.R.,,Atahualpa,Severino,220.0,71.0,L,L
severha01,1891.0,USA,1968.0,Hank,Severeid,175.0,72.0,R,R
severlu01,1994.0,D.R.,,Luis,Severino,215.0,74.0,R,R
severpe01,1993.0,D.R.,,Pedro,Severino,215.0,72.0,R,R
severri01,1945.0,USA,2016.0,Rich,Severson,174.0,72.0,R,R
sewalpa01,1990.0,USA,,Paul,Sewald,205.0,75.0,R,R
sewared01,1867.0,USA,1947.0,Ed,Seward,175.0,67.0,,R
sewarfr01,1921.0,USA,2004.0,Frank,Seward,200.0,75.0,R,R
sewarge01,1851.0,USA,1904.0,George,Seward,145.0,67.0,,
seweljo01,1898.0,USA,1990.0,Joe,Sewell,155.0,66.0,L,R
sewellu01,1901.0,USA,1987.0,Luke,Sewell,160.0,69.0,R,R
sewelri01,1907.0,USA,1989.0,Rip,Sewell,180.0,73.0,L,R
sewelto01,1906.0,USA,1956.0,Tommy,Sewell,155.0,67.0,L,R
sexauel01,1926.0,USA,2011.0,Elmer,Sexauer,220.0,76.0,R,R
sexsori01,1974.0,USA,,Richie,Sexson,205.0,79.0,R,R
sextoch01,1971.0,USA,,Chris,Sexton,180.0,71.0,R,R
sextofr01,1872.0,USA,1938.0,Frank,Sexton,160.0,,,
sextoji01,1951.0,USA,,Jimmy,Sexton,175.0,70.0,R,R
sextoto01,1865.0,USA,1934.0,Tom,Sexton,,,L,
seyboso01,1870.0,USA,1921.0,Socks,Seybold,175.0,71.0,R,R
seyfrgo01,1937.0,USA,,Gordon,Seyfried,185.0,72.0,R,R
seymocy01,1872.0,USA,1919.0,Cy,Seymour,200.0,72.0,L,L
seymoja01,1854.0,USA,1897.0,Jake,Seymour,,,,
shabaad01,1978.0,USA,,Adam,Shabala,190.0,73.0,L,R
shackbr01,1976.0,USA,,Brian,Shackelford,195.0,73.0,L,L
shackke01,1989.0,USA,,Kevin,Shackelford,210.0,77.0,R,R
shafera01,1894.0,USA,1950.0,Ralph,Shafer,,71.0,,
shafeti01,1889.0,USA,1962.0,Tillie,Shafer,165.0,70.0,B,R
shaff01,,,,,Shaffer,,,,
shafff01,1859.0,USA,1939.0,Frank,Shaffer,160.0,71.0,,
shaffjo01,1864.0,USA,1926.0,John,Shaffer,,70.0,,R
shaffor01,1851.0,USA,1922.0,Orator,Shafer,165.0,69.0,L,R
shaffri01,1991.0,USA,,Richie,Shaffer,230.0,75.0,R,R
shaffta01,1866.0,USA,1945.0,Taylor,Shafer,155.0,67.0,L,R
shallgu01,1858.0,Germany,1937.0,Gus,Shallix,165.0,71.0,R,R
shamsar01,1941.0,USA,,Art,Shamsky,168.0,73.0,L,L
shanagr01,1947.0,USA,,Greg,Shanahan,190.0,74.0,R,R
shandji01,1854.0,USA,1904.0,Jim,Shanley,,,,
shanewa01,1900.0,USA,1992.0,Wally,Shaner,195.0,74.0,R,R
shankha01,1946.0,CAN,,Harvey,Shank,220.0,76.0,R,R
shankho01,1890.0,USA,1941.0,Howie,Shanks,170.0,71.0,R,R
shanldo01,1889.0,USA,1934.0,Doc,Shanley,174.0,72.0,R,R
shannbi01,1894.0,USA,1986.0,Bill,Shanner,195.0,73.0,L,R
shannda01,1865.0,USA,1913.0,Dan,Shannon,175.0,69.0,R,
shannfr01,1873.0,USA,1934.0,Frank,Shannon,155.0,63.0,,
shannjo01,1897.0,USA,1955.0,Joe,Shannon,170.0,71.0,R,R
shannmi01,1939.0,USA,,Mike,Shannon,195.0,75.0,R,R
shannow01,1879.0,USA,1918.0,Owen,Shannon,,,R,R
shannre01,1897.0,USA,1970.0,Red,Shannon,170.0,71.0,B,R
shannsp01,1875.0,USA,1940.0,Spike,Shannon,180.0,71.0,L,R
shannwa01,1880.0,USA,1964.0,Warren,Shanabrook,170.0,72.0,R,R
shannwa02,1933.0,USA,1992.0,Wally,Shannon,178.0,72.0,L,R
shantbi01,1927.0,USA,1993.0,Billy,Shantz,160.0,73.0,R,R
shantbo01,1925.0,USA,,Bobby,Shantz,139.0,66.0,R,L
sharmra01,1895.0,USA,1918.0,Ralph,Sharman,176.0,71.0,R,R
sharodi01,1950.0,USA,,Dick,Sharon,195.0,74.0,R,R
sharpbi01,1950.0,USA,,Bill,Sharp,178.0,70.0,L,L
sharpbu01,1881.0,USA,1916.0,Bud,Sharpe,170.0,73.0,R,R
sharpjo01,1981.0,USA,,Josh,Sharpless,234.0,77.0,R,R
sharpmi01,1961.0,USA,1996.0,Mike,Sharperson,190.0,75.0,R,R
sharrge01,1869.0,USA,1932.0,George,Sharrott,164.0,68.0,L,L
sharrja01,1869.0,USA,1927.0,Jack,Sharrott,165.0,69.0,R,R
sharsbi99,1855.0,USA,1902.0,Bill,Sharsig,,,,
shaugsh01,1883.0,USA,1969.0,Shag,Shaughnessy,185.0,73.0,R,R
shautjo01,1899.0,USA,1970.0,Joe,Shaute,190.0,72.0,L,L
shaveje01,1963.0,USA,,Jeff,Shaver,195.0,75.0,R,R
shavejo01,1967.0,USA,,Jon,Shave,185.0,72.0,R,R
shawal01,1873.0,United Kingdom,1958.0,Al,Shaw,170.0,68.0,R,R
shawal02,1881.0,USA,1974.0,Al,Shaw,165.0,68.0,L,R
shawbe01,1893.0,USA,1959.0,Ben,Shaw,190.0,71.0,R,R
shawbo01,1933.0,USA,2010.0,Bob,Shaw,195.0,74.0,R,R
shawbr01,1987.0,USA,,Bryan,Shaw,220.0,73.0,B,R
shawdo01,1944.0,USA,,Don,Shaw,180.0,72.0,L,L
shawdu01,1859.0,USA,1938.0,Dupee,Shaw,165.0,68.0,L,L
shawhu01,1884.0,USA,1969.0,Hunky,Shaw,165.0,68.0,B,R
shawje01,1966.0,USA,,Jeff,Shaw,185.0,74.0,R,R
shawji01,1893.0,USA,1962.0,Jim,Shaw,180.0,72.0,R,R
shawkbo01,1890.0,USA,1980.0,Bob,Shawkey,168.0,71.0,R,R
shawsa01,1863.0,USA,1947.0,Sam,Shaw,140.0,65.0,R,R
shawtr01,1990.0,USA,,Travis,Shaw,230.0,76.0,L,R
shayda01,1876.0,USA,1927.0,Danny,Shay,,70.0,R,R
shayma01,1896.0,USA,1951.0,Marty,Shay,148.0,67.0,R,R
sheafda01,1961.0,USA,,Danny,Sheaffer,185.0,72.0,R,R
sheage01,1881.0,USA,1964.0,Gerry,Shea,160.0,67.0,,R
sheajo01,1904.0,USA,1956.0,John,Shea,171.0,70.0,L,L
shealal01,1900.0,USA,1967.0,Al,Shealy,175.0,71.0,R,R
shealry01,1979.0,USA,,Ryan,Shealy,240.0,77.0,R,R
sheame01,1900.0,USA,1953.0,Merv,Shea,175.0,71.0,R,R
sheami01,1867.0,USA,1927.0,Mike,Shea,170.0,70.0,,R
sheana01,1874.0,USA,1968.0,Nap,Shea,155.0,65.0,R,R
sheanda01,1883.0,USA,1963.0,Dave,Shean,175.0,71.0,R,R
sheare01,1898.0,USA,1981.0,Red,Shea,165.0,72.0,R,R
shearge01,1890.0,USA,1978.0,George,Shears,180.0,75.0,R,L
shearjo01,1871.0,USA,1932.0,John,Shearon,,,,R
shearra01,1929.0,USA,1982.0,Ray,Shearer,200.0,72.0,R,R
shearto01,1977.0,USA,,Tom,Shearn,230.0,76.0,R,R
sheasp01,1920.0,USA,2002.0,Spec,Shea,195.0,72.0,R,R
sheast01,1942.0,USA,2015.0,Steve,Shea,215.0,75.0,R,R
sheckji01,1878.0,USA,1947.0,Jimmy,Sheckard,175.0,69.0,L,R
sheehbi01,1868.0,USA,1923.0,Biff,Sheehan,165.0,69.0,L,R
sheehja01,1893.0,USA,1987.0,Jack,Sheehan,165.0,68.0,B,R
sheehji01,1913.0,USA,2003.0,Jim,Sheehan,196.0,74.0,R,R
sheehto01,1877.0,USA,1959.0,Tommy,Sheehan,160.0,68.0,R,R
sheehto02,1894.0,USA,1982.0,Tom,Sheehan,190.0,74.0,R,R
sheelbu01,1920.0,USA,1985.0,Bud,Sheely,200.0,73.0,L,R
sheelea01,1893.0,USA,1952.0,Earl,Sheely,195.0,75.0,R,R
sheerch01,1909.0,USA,1986.0,Chuck,Sheerin,198.0,71.0,R,R
sheetan01,1971.0,USA,,Andy,Sheets,180.0,74.0,R,R
sheetbe01,1978.0,USA,,Ben,Sheets,195.0,73.0,R,R
sheetla01,1959.0,USA,,Larry,Sheets,217.0,75.0,L,R
sheffga01,1968.0,USA,,Gary,Sheffield,190.0,71.0,R,R
shelbjo01,1958.0,USA,,John,Shelby,175.0,73.0,B,R
sheldbo01,1950.0,USA,,Bob,Sheldon,170.0,72.0,L,R
sheldro01,1936.0,USA,,Rollie,Sheldon,185.0,76.0,R,R
sheldsc01,1968.0,USA,,Scott,Sheldon,185.0,75.0,R,R
shellfr01,1898.0,USA,1969.0,Frank,Shellenback,192.0,74.0,R,R
shellhu01,1910.0,USA,1978.0,Hugh,Shelley,170.0,72.0,R,R
shellji01,1943.0,USA,,Jim,Shellenback,200.0,74.0,L,L
shellst01,1983.0,USA,,Steven,Shell,215.0,76.0,R,R
sheltbe01,1969.0,USA,,Ben,Shelton,215.0,75.0,R,L
sheltch01,1980.0,USA,,Chris,Shelton,220.0,72.0,R,R
sheltsk01,1888.0,USA,1954.0,Skeeter,Shelton,175.0,71.0,R,R
shemost01,1915.0,USA,1992.0,Steve,Shemo,175.0,71.0,R,R
shepabe01,1920.0,USA,2008.0,Bert,Shepard,185.0,71.0,L,L
shepaja01,1931.0,USA,1994.0,Jack,Shepard,195.0,74.0,R,R
shepala99,1919.0,USA,2011.0,Larry,Shepard,180.0,71.0,R,R
shepara01,1897.0,USA,1975.0,Ray,Shepardson,170.0,71.0,R,R
shephke01,1968.0,USA,,Keith,Shepherd,205.0,74.0,R,R
shephro01,1960.0,USA,,Ron,Shepherd,175.0,76.0,R,R
sheppjo01,,USA,,John,Sheppard,,,,
sherdbi01,1896.0,USA,1968.0,Bill,Sherdel,160.0,70.0,L,L
sherfji01,1991.0,USA,,Jimmie,Sherfy,175.0,72.0,R,R
sheri01,,,,,Sheridan,,,,
sherine01,1921.0,USA,2015.0,Neill,Sheridan,195.0,73.0,R,R
sheripa01,1957.0,USA,,Pat,Sheridan,175.0,75.0,L,R
sherire01,1896.0,USA,1975.0,Red,Sheridan,160.0,70.0,R,R
sheriro01,1907.0,USA,1982.0,Roy,Sherid,185.0,74.0,R,R
sherled01,1897.0,USA,1965.0,Ed,Sherling,185.0,73.0,R,R
sherlmo01,1904.0,USA,1985.0,Monk,Sherlock,175.0,70.0,R,R
sherlvi01,1910.0,USA,1997.0,Vince,Sherlock,180.0,72.0,R,R
shermda01,1890.0,USA,1955.0,Dan,Sherman,145.0,66.0,R,R
shermda02,1966.0,USA,,Darrell,Sherman,160.0,69.0,L,L
shermjo01,1890.0,USA,1987.0,Joe,Sherman,165.0,72.0,R,R
sherrde01,1956.0,USA,,Dennis,Sherrill,165.0,72.0,R,R
sherrfr01,1889.0,USA,1975.0,Fred,Sherry,170.0,72.0,R,R
sherrge01,1977.0,USA,,George,Sherrill,225.0,72.0,L,L
sherrla01,1935.0,USA,2006.0,Larry,Sherry,180.0,74.0,R,R
sherrno01,1931.0,USA,,Norm,Sherry,180.0,71.0,R,R
sherrry01,1990.0,USA,,Ryan,Sherriff,215.0,73.0,L,L
sherrti01,1965.0,USA,,Tim,Sherrill,170.0,71.0,L,L
shetrba01,1938.0,USA,2001.0,Barry,Shetrone,190.0,74.0,L,R
shettbi99,1863.0,USA,1933.0,Bill,Shettsline,,,,
shetzjo01,1852.0,USA,1892.0,John,Shetzline,190.0,71.0,,
shevlji01,1909.0,USA,1974.0,Jimmy,Shevlin,155.0,70.0,L,L
shielbe01,1903.0,USA,1982.0,Ben,Shields,195.0,73.0,R,L
shielch01,1879.0,USA,1953.0,Charlie,Shields,175.0,70.0,L,L
shielja01,1976.0,USA,,Jason,Shiell,180.0,72.0,R,R
shielja02,1981.0,USA,,James,Shields,215.0,75.0,R,R
shielpe01,1891.0,USA,1961.0,Pete,Shields,175.0,72.0,R,R
shielsc01,1975.0,USA,,Scot,Shields,175.0,73.0,R,R
shielst01,1958.0,USA,,Steve,Shields,220.0,77.0,R,R
shielto01,1964.0,USA,,Tommy,Shields,180.0,72.0,L,R
shielvi01,1900.0,CAN,1952.0,Vince,Shields,185.0,71.0,L,R
shiffga01,1935.0,USA,,Garland,Shifflett,165.0,70.0,R,R
shiffst01,1966.0,USA,,Steve,Shifflett,205.0,73.0,R,R
shillji01,1914.0,USA,1986.0,Jim,Shilling,175.0,71.0,R,R
shinagi01,1892.0,USA,1930.0,Ginger,Shinault,170.0,71.0,R,R
shinaza01,1968.0,USA,,Zak,Shinall,215.0,75.0,R,R
shindbi01,1860.0,USA,1936.0,Billy,Shindle,155.0,68.0,R,R
shinera01,1956.0,USA,,Razor,Shines,210.0,73.0,B,R
shinjts01,1972.0,Japan,,Tsuyoshi,Shinjo,185.0,73.0,R,R
shinnra01,1895.0,USA,1962.0,Ralph,Shinners,180.0,72.0,R,R
shinnti01,1867.0,USA,1944.0,Tim,Shinnick,150.0,69.0,B,R
shipada01,1959.0,CAN,,Dave,Shipanoff,185.0,74.0,R,R
shipkbi01,1882.0,USA,1940.0,Bill,Shipke,145.0,67.0,R,R
shiplbr01,1992.0,USA,,Braden,Shipley,190.0,73.0,R,R
shiplcr01,1963.0,Australia,,Craig,Shipley,175.0,73.0,R,R
shipljo01,1935.0,USA,,Joe,Shipley,210.0,76.0,R,R
shirear01,1906.0,USA,1967.0,Art,Shires,195.0,73.0,L,R
shiredu01,1898.0,USA,1962.0,Duke,Shirey,175.0,73.0,R,R
shirlba01,1940.0,USA,,Bart,Shirley,183.0,70.0,R,R
shirlbo01,1954.0,USA,,Bob,Shirley,180.0,71.0,R,L
shirlmu01,1901.0,USA,1955.0,Mule,Shirley,180.0,71.0,L,L
shirlst01,1956.0,USA,,Steve,Shirley,185.0,72.0,L,L
shirlte01,1918.0,USA,1993.0,Tex,Shirley,175.0,73.0,B,R
shiveiv01,1907.0,USA,1972.0,Ivey,Shiver,190.0,73.0,R,R
shochge01,1859.0,USA,1937.0,George,Shoch,158.0,66.0,R,R
shockco01,1942.0,USA,,Costen,Shockley,200.0,74.0,L,L
shockur01,1890.0,USA,1928.0,Urban,Shocker,170.0,70.0,R,R
shoemch01,1939.0,USA,1990.0,Charlie,Shoemaker,155.0,70.0,L,R
shoemma01,1986.0,USA,,Matt,Shoemaker,225.0,74.0,R,R
shoffmi01,1905.0,USA,1978.0,Milt,Shoffner,184.0,73.0,L,L
shofnst01,1919.0,USA,1998.0,Strick,Shofner,187.0,70.0,L,R
shokeed01,1920.0,USA,2002.0,Eddie,Shokes,170.0,72.0,L,L
shookra01,1889.0,USA,1970.0,Ray,Shook,155.0,67.0,R,R
shoopro01,1931.0,USA,2003.0,Ron,Shoop,180.0,71.0,R,R
shopato01,1945.0,USA,,Tom,Shopay,160.0,69.0,L,R
shoppke01,1980.0,USA,,Kelly,Shoppach,220.0,72.0,R,R
shorebi01,1904.0,USA,1984.0,Bill,Shores,185.0,72.0,R,R
shoreer01,1891.0,USA,1980.0,Ernie,Shore,220.0,76.0,R,R
shorera01,1921.0,USA,1996.0,Ray,Shore,210.0,75.0,R,R
shortbi01,1937.0,USA,,Bill,Short,170.0,69.0,L,L
shortch01,1892.0,USA,1965.0,Chick,Shorten,175.0,72.0,L,L
shortch02,1937.0,USA,1991.0,Chris,Short,205.0,76.0,R,L
shortda01,1917.0,USA,1983.0,Dave,Short,162.0,71.0,L,R
shortri01,1972.0,USA,,Rick,Short,200.0,72.0,R,R
shottbu01,1884.0,USA,1962.0,Burt,Shotton,175.0,71.0,L,R
shouncl01,1912.0,USA,1968.0,Clyde,Shoun,188.0,73.0,L,L
shoupjo01,1851.0,USA,1920.0,John,Shoup,140.0,67.0,L,L
shousbr01,1968.0,USA,,Brian,Shouse,180.0,71.0,L,L
shovljo01,1891.0,USA,1976.0,John,Shovlin,163.0,67.0,R,R
showabu99,1956.0,USA,,Buck,Showalter,195.0,69.0,L,L
shower01,1956.0,USA,1994.0,Eric,Show,185.0,73.0,R,R
shrevch01,1990.0,USA,,Chasen,Shreve,195.0,76.0,L,L
shrevle01,1866.0,USA,1942.0,Lev,Shreve,150.0,71.0,R,R
shrivha01,1896.0,USA,1970.0,Harry,Shriver,180.0,74.0,R,R
shubage01,1924.0,USA,2014.0,George,Shuba,180.0,71.0,L,R
shuckja01,1987.0,USA,,J. B.,Shuck,195.0,71.0,L,L
shueypa01,1970.0,USA,,Paul,Shuey,215.0,75.0,R,R
shugafr01,1866.0,USA,1944.0,Frank,Shugart,170.0,68.0,L,R
shultto01,1888.0,USA,1959.0,Toots,Shultz,175.0,70.0,R,R
shumaan01,1973.0,USA,,Anthony,Shumaker,225.0,77.0,L,L
shumaha01,1915.0,USA,1996.0,Harry,Shuman,195.0,74.0,R,R
shumpte01,1966.0,USA,,Terry,Shumpert,190.0,71.0,R,R
shupevi01,1921.0,USA,1962.0,Vince,Shupe,180.0,71.0,L,L
siddajo01,1967.0,CAN,,Joe,Siddall,200.0,73.0,L,R
siebedi01,1912.0,USA,1978.0,Dick,Siebert,170.0,72.0,L,L
siebeno01,1933.0,USA,2015.0,Norm,Siebern,200.0,74.0,L,R
siebepa01,1953.0,USA,,Paul,Siebert,205.0,74.0,L,L
siebeso01,1937.0,USA,,Sonny,Siebert,190.0,75.0,R,R
siebldw01,1937.0,USA,,Dwight,Siebler,184.0,74.0,R,R
siefkfr01,1870.0,USA,1893.0,Fred,Siefke,168.0,71.0,,
siegejo01,1861.0,USA,1916.0,Fred,Siegel,,,,
siegljo01,1874.0,USA,1968.0,Johnny,Siegle,165.0,70.0,R,R
siegrke01,1989.0,USA,,Kevin,Siegrist,230.0,77.0,L,L
siemeos01,1901.0,USA,1959.0,Oscar,Siemer,162.0,69.0,R,R
sierrca01,1967.0,P.R.,,Candy,Sierra,190.0,74.0,R,R
sierrma01,1996.0,D.R.,,Magneuris,Sierra,160.0,71.0,L,L
sierrmo01,1988.0,D.R.,,Moises,Sierra,220.0,73.0,R,R
sierrru01,1965.0,P.R.,,Ruben,Sierra,175.0,73.0,B,R
sieveed01,1875.0,USA,1920.0,Ed,Siever,190.0,71.0,L,L
sievero01,1926.0,USA,2017.0,Roy,Sievers,195.0,73.0,R,R
siffefr01,1864.0,USA,1909.0,Frank,Siffell,,,,
sigaffr01,1904.0,USA,1968.0,Frank,Sigafoos,170.0,69.0,R,R
siglipa01,1891.0,USA,1956.0,Paddy,Siglin,160.0,70.0,R,R
sigmatr01,1899.0,USA,1971.0,Tripp,Sigman,180.0,72.0,L,R
signewa01,1910.0,USA,1974.0,Walter,Signer,185.0,72.0,R,R
sigsbse01,1874.0,USA,1953.0,Seth,Sigsby,175.0,72.0,,
sikorbr01,1974.0,USA,,Brian,Sikorski,190.0,73.0,R,R
silbeed01,1914.0,USA,1976.0,Eddie,Silber,170.0,71.0,R,R
silched01,1865.0,USA,1895.0,Ed,Silch,180.0,74.0,R,R
silvaca01,1979.0,Venezuela,,Carlos,Silva,280.0,76.0,R,R
silvada01,1896.0,USA,1974.0,Danny,Silva,170.0,72.0,R,R
silvajo01,1973.0,Mexico,,Jose,Silva,235.0,78.0,R,R
silvawa01,1977.0,Mexico,,Walter,Silva,190.0,73.0,R,R
silveal01,1935.0,USA,2002.0,Al,Silvera,180.0,72.0,R,R
silvech01,1924.0,USA,,Charlie,Silvera,175.0,70.0,R,R
silveda01,1967.0,USA,,Dave,Silvestri,180.0,72.0,R,R
silveke01,1916.0,USA,1992.0,Ken,Silvestri,200.0,73.0,B,R
silvelu01,1956.0,D.R.,,Luis,Silverio,165.0,71.0,R,R
silveto01,1945.0,D.R.,2011.0,Tom,Silverio,170.0,70.0,L,L
simaal01,1921.0,USA,1993.0,Al,Sima,187.0,72.0,R,L
simasbi01,1971.0,USA,,Bill,Simas,200.0,75.0,L,R
simmoal01,1902.0,USA,1956.0,Al,Simmons,190.0,71.0,R,R
simmoan01,1989.0,Curacao,,Andrelton,Simmons,195.0,74.0,R,R
simmobr01,1973.0,USA,,Brian,Simmons,185.0,74.0,B,R
simmocu01,1929.0,USA,,Curt,Simmons,175.0,71.0,L,L
simmoha01,1885.0,USA,1942.0,Hack,Simmons,179.0,68.0,R,R
simmojo01,1845.0,USA,1901.0,Joe,Simmons,166.0,69.0,,
simmojo02,1924.0,USA,2008.0,John,Simmons,192.0,73.0,R,R
simmole99,1838.0,USA,1911.0,Lew,Simmons,,,,
simmone01,1963.0,USA,,Nelson,Simmons,185.0,73.0,B,R
simmopa01,1908.0,USA,1968.0,Pat,Simmons,172.0,71.0,R,R
simmosh01,1990.0,USA,,Shae,Simmons,190.0,71.0,R,R
simmote01,1949.0,USA,,Ted,Simmons,193.0,71.0,B,R
simmsmi01,1967.0,USA,,Mike,Simms,185.0,76.0,R,R
simonal01,1981.0,D.R.,,Alfredo,Simon,265.0,78.0,R,R
simondo01,1966.0,USA,,Doug,Simons,160.0,72.0,L,L
simonha01,1862.0,USA,1925.0,Hank,Simon,155.0,66.0,R,R
simonja01,1973.0,USA,,Jason,Simontacchi,185.0,74.0,R,R
simonme01,1900.0,USA,1974.0,Mel,Simons,175.0,70.0,L,R
simonmi01,1883.0,USA,1963.0,Mike,Simon,188.0,71.0,R,R
simonra01,1975.0,Curacao,,Randall,Simon,180.0,72.0,L,L
simonsy01,1897.0,USA,1973.0,Syl,Simon,170.0,70.0,R,R
simpsal01,1977.0,USA,,Allan,Simpson,180.0,76.0,R,R
simpsdi01,1943.0,USA,,Dick,Simpson,176.0,76.0,R,R
simpsdu01,1927.0,USA,,Duke,Simpson,190.0,73.0,R,R
simpsha01,1925.0,USA,1979.0,Harry,Simpson,180.0,73.0,L,R
simpsjo01,1951.0,USA,,Joe,Simpson,175.0,75.0,L,L
simpsma01,,USA,,Marty,Simpson,,,,
simpsst01,1948.0,USA,1989.0,Steve,Simpson,200.0,75.0,R,R
simpswa01,1948.0,USA,,Wayne,Simpson,220.0,75.0,R,R
simsdu01,1941.0,USA,,Duke,Sims,197.0,74.0,L,R
simsgr01,1946.0,USA,,Greg,Sims,190.0,72.0,B,R
simslu01,1994.0,USA,,Lucas,Sims,220.0,74.0,R,R
simspe01,1891.0,USA,1968.0,Pete,Sims,165.0,71.0,R,R
sinatma01,1960.0,USA,,Matt,Sinatro,174.0,69.0,R,R
sinclst01,1971.0,CAN,,Steve,Sinclair,190.0,74.0,L,L
sincobe01,1887.0,CAN,1946.0,Bert,Sincock,165.0,70.0,L,L
sinerho01,1885.0,USA,1948.0,Hosea,Siner,185.0,70.0,R,R
singebi01,1944.0,USA,,Bill,Singer,184.0,76.0,R,R
singlch01,1972.0,USA,,Chris,Singleton,195.0,74.0,L,L
singldu01,1972.0,USA,,Duane,Singleton,170.0,73.0,L,R
singlel01,1918.0,USA,1996.0,Elmer,Singleton,174.0,74.0,R,R
singljo01,1896.0,USA,1937.0,John,Singleton,171.0,71.0,R,R
singljo02,1991.0,USA,,Jon,Singleton,230.0,74.0,L,L
singlke01,1947.0,USA,,Ken,Singleton,210.0,76.0,B,R
singtfr01,1910.0,USA,1998.0,Fred,Sington,215.0,74.0,R,R
sinkbbr01,1984.0,USA,,Brett,Sinkbeil,210.0,74.0,R,R
sipekdi01,1923.0,USA,2005.0,Dick,Sipek,170.0,69.0,L,R
sipinjo01,1946.0,USA,,John,Sipin,175.0,73.0,R,R
sippto01,1983.0,USA,,Tony,Sipp,190.0,72.0,L,L
sirotmi01,1971.0,USA,,Mike,Sirotka,190.0,73.0,L,L
siscoan01,1983.0,USA,,Andy,Sisco,270.0,82.0,L,L
siscoch01,1995.0,USA,,Chance,Sisco,195.0,74.0,L,R
siscost01,1969.0,USA,,Steve,Sisco,190.0,70.0,R,R
siskdo01,1957.0,USA,,Doug,Sisk,210.0,74.0,R,R
siskto01,1942.0,USA,,Tommie,Sisk,195.0,75.0,R,R
sisleda01,1931.0,USA,2011.0,Dave,Sisler,200.0,76.0,R,R
sisledi01,1920.0,USA,1998.0,Dick,Sisler,205.0,74.0,L,R
sislege01,1893.0,USA,1973.0,George,Sisler,170.0,71.0,L,L
sistisi01,1920.0,USA,2006.0,Sibby,Sisti,175.0,71.0,R,R
sittoca01,1881.0,USA,1931.0,Carl,Sitton,170.0,70.0,R,R
sivespe01,1913.0,USA,2003.0,Pete,Sivess,195.0,75.0,R,R
siwyji01,1958.0,USA,,Jim,Siwy,200.0,76.0,R,R
sixsmed01,1863.0,USA,1926.0,Ed,Sixsmith,140.0,69.0,R,R
sizemgr01,1982.0,USA,,Grady,Sizemore,205.0,74.0,L,L
sizemsc01,1985.0,USA,,Scott,Sizemore,190.0,72.0,R,R
sizemte01,1945.0,USA,,Ted,Sizemore,165.0,70.0,R,R
skafffr01,1910.0,USA,1988.0,Frank,Skaff,185.0,70.0,R,R
skaggda01,1951.0,USA,,Dave,Skaggs,200.0,74.0,R,R
skaggty01,1991.0,USA,,Tyler,Skaggs,215.0,76.0,L,L
skalsjo01,1964.0,USA,,Joe,Skalski,190.0,75.0,R,R
skaugda01,1940.0,USA,,Dave,Skaugstad,179.0,73.0,L,L
skeelda01,1891.0,USA,1926.0,Dave,Skeels,187.0,73.0,L,R
sketcbu01,1919.0,CAN,1979.0,Bud,Sketchley,180.0,70.0,L,L
skidmro01,1945.0,USA,,Roe,Skidmore,188.0,75.0,R,R
skiffbi01,1895.0,USA,1976.0,Bill,Skiff,170.0,70.0,R,R
skinnal01,,,,Al,Skinner,,,,
skinnbo01,1931.0,USA,,Bob,Skinner,190.0,76.0,L,R
skinnca01,1897.0,USA,1944.0,Camp,Skinner,165.0,71.0,L,R
skinnjo01,1961.0,USA,,Joel,Skinner,198.0,76.0,R,R
skipwky01,1990.0,USA,,Kyle,Skipworth,230.0,76.0,L,R
